timestamp,intersection_id,traffic_flow,temperature,humidity,rain
2023-01-01 0:00:00,1,989.0629844,25.17452406,60,1
2023-01-01 0:00:00,2,766.969756,25.17452406,60,0
2023-01-01 0:00:00,3,1027.423358,25.17452406,60,1
2023-01-01 0:00:00,4,1058.209108,25.17452406,60,1
2023-01-01 0:00:00,5,886.9022586,25.17452406,60,1
2023-01-01 0:00:00,6,927.8051662,25.17452406,60,0
2023-01-01 0:00:00,7,1068.521428,25.17452406,60,0
2023-01-01 0:00:00,8,906.0033799,25.17452406,60,0
2023-01-01 0:00:00,9,949.6658809,25.17452406,60,0
2023-01-01 0:00:00,10,993.8443804,25.17452406,60,1
2023-01-01 1:00:00,1,1106.331829,25.17452406,60,1
2023-01-01 1:00:00,2,1008.026721,25.17452406,60,1
2023-01-01 1:00:00,3,912.5645635,25.17452406,60,1
2023-01-01 1:00:00,4,1105.817084,25.17452406,60,0
2023-01-01 1:00:00,5,845.8384751,25.17452406,60,0
2023-01-01 1:00:00,6,1116.364063,25.17452406,60,1
2023-01-01 1:00:00,7,1091.631674,25.17452406,60,0
2023-01-01 1:00:00,8,788.5187148,25.17452406,60,0
2023-01-01 1:00:00,9,1185.446516,25.17452406,60,0
2023-01-01 1:00:00,10,1006.763062,25.17452406,60,1
2023-01-01 2:00:00,1,1181.562033,25.17452406,60,0
2023-01-01 2:00:00,2,1109.644131,25.17452406,60,0
2023-01-01 2:00:00,3,1059.629481,25.17452406,60,1
2023-01-01 2:00:00,4,1208.617658,25.17452406,60,1
2023-01-01 2:00:00,5,1013.142171,25.17452406,60,1
2023-01-01 2:00:00,6,1088.749686,25.17452406,60,1
2023-01-01 2:00:00,7,1142.607383,25.17452406,60,1
2023-01-01 2:00:00,8,1180.850014,25.17452406,60,0
2023-01-01 2:00:00,9,1104.138514,25.17452406,60,0
2023-01-01 2:00:00,10,1184.422632,25.17452406,60,0
2023-01-01 3:00:00,1,1035.243521,25.17452406,60,0
2023-01-01 3:00:00,2,979.8559131,25.17452406,60,1
2023-01-01 3:00:00,3,1186.34,25.17452406,60,1
2023-01-01 3:00:00,4,1258.98767,25.17452406,60,0
2023-01-01 3:00:00,5,1020.785794,25.17452406,60,0
2023-01-01 3:00:00,6,1200.926738,25.17452406,60,0
2023-01-01 3:00:00,7,941.5299308,25.17452406,60,1
2023-01-01 3:00:00,8,1152.899361,25.17452406,60,0
2023-01-01 3:00:00,9,960.0174013,25.17452406,60,0
2023-01-01 3:00:00,10,847.4927579,25.17452406,60,1
2023-01-01 4:00:00,1,1171.063152,25.17452406,60,1
2023-01-01 4:00:00,2,1275.720674,25.17452406,60,0
2023-01-01 4:00:00,3,1180.168737,25.17452406,60,0
2023-01-01 4:00:00,4,1117.908026,25.17452406,60,0
2023-01-01 4:00:00,5,1047.889585,25.17452406,60,1
2023-01-01 4:00:00,6,967.1910308,25.17452406,60,1
2023-01-01 4:00:00,7,1103.727972,25.17452406,60,0
2023-01-01 4:00:00,8,1250.677535,25.17452406,60,1
2023-01-01 4:00:00,9,1059.483595,25.17452406,60,1
2023-01-01 4:00:00,10,1039.295987,25.17452406,60,0
2023-01-01 5:00:00,1,1058.820995,25.17452406,60,1
2023-01-01 5:00:00,2,1003.66306,25.17452406,60,0
2023-01-01 5:00:00,3,1080.515039,25.17452406,60,0
2023-01-01 5:00:00,4,1191.057912,25.17452406,60,0
2023-01-01 5:00:00,5,1210.502589,25.17452406,60,0
2023-01-01 5:00:00,6,1140.26429,25.17452406,60,1
2023-01-01 5:00:00,7,923.7120431,25.17452406,60,0
2023-01-01 5:00:00,8,1084.029816,25.17452406,60,1
2023-01-01 5:00:00,9,1102.408649,25.17452406,60,0
2023-01-01 5:00:00,10,1217.5572,25.17452406,60,1
2023-01-01 6:00:00,1,1079.49894,25.17452406,60,1
2023-01-01 6:00:00,2,1087.771701,25.17452406,60,1
2023-01-01 6:00:00,3,1241.932832,25.17452406,60,0
2023-01-01 6:00:00,4,1179.765279,25.17452406,60,0
2023-01-01 6:00:00,5,1162.237459,25.17452406,60,0
2023-01-01 6:00:00,6,1142.478085,25.17452406,60,1
2023-01-01 6:00:00,7,1236.26585,25.17452406,60,0
2023-01-01 6:00:00,8,1172.362401,25.17452406,60,0
2023-01-01 6:00:00,9,980.6081838,25.17452406,60,1
2023-01-01 6:00:00,10,1200.150336,25.17452406,60,0
2023-01-01 7:00:00,1,966.8697642,25.17452406,60,0
2023-01-01 7:00:00,2,956.8512148,25.17452406,60,0
2023-01-01 7:00:00,3,1075.536299,25.17452406,60,1
2023-01-01 7:00:00,4,990.5113165,25.17452406,60,0
2023-01-01 7:00:00,5,1247.291292,25.17452406,60,0
2023-01-01 7:00:00,6,1080.624573,25.17452406,60,0
2023-01-01 7:00:00,7,1008.612543,25.17452406,60,0
2023-01-01 7:00:00,8,1075.337563,25.17452406,60,0
2023-01-01 7:00:00,9,1095.619066,25.17452406,60,0
2023-01-01 7:00:00,10,1001.138185,25.17452406,60,0
2023-01-01 8:00:00,1,1108.357136,25.17452406,60,1
2023-01-01 8:00:00,2,1142.429194,25.17452406,60,0
2023-01-01 8:00:00,3,986.5992268,25.17452406,60,1
2023-01-01 8:00:00,4,1094.849877,25.17452406,60,0
2023-01-01 8:00:00,5,1083.77778,25.17452406,60,0
2023-01-01 8:00:00,6,894.5849894,25.17452406,60,0
2023-01-01 8:00:00,7,1130.757647,25.17452406,60,0
2023-01-01 8:00:00,8,878.6961645,25.17452406,60,0
2023-01-01 8:00:00,9,1071.263844,25.17452406,60,0
2023-01-01 8:00:00,10,1182.11581,25.17452406,60,0
2023-01-01 9:00:00,1,1137.920844,25.17452406,60,1
2023-01-01 9:00:00,2,1233.796522,25.17452406,60,0
2023-01-01 9:00:00,3,1066.301055,25.17452406,60,0
2023-01-01 9:00:00,4,960.0194662,25.17452406,60,0
2023-01-01 9:00:00,5,1009.876351,25.17452406,60,0
2023-01-01 9:00:00,6,936.8412657,25.17452406,60,0
2023-01-01 9:00:00,7,1019.673846,25.17452406,60,0
2023-01-01 9:00:00,8,1024.594101,25.17452406,60,0
2023-01-01 9:00:00,9,990.043621,25.17452406,60,1
2023-01-01 9:00:00,10,960.5918886,25.17452406,60,0
2023-01-01 10:00:00,1,1048.329535,25.17452406,60,0
2023-01-01 10:00:00,2,1035.660384,25.17452406,60,1
2023-01-01 10:00:00,3,1132.077802,25.17452406,60,0
2023-01-01 10:00:00,4,1155.294507,25.17452406,60,0
2023-01-01 10:00:00,5,1064.974196,25.17452406,60,0
2023-01-01 10:00:00,6,1211.542531,25.17452406,60,0
2023-01-01 10:00:00,7,1114.904937,25.17452406,60,0
